fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,7.81,1.0847207156656726,155.0,0
6.2,0.22,0.3,12.4,0.054,78.5,152.0,0.99728,3.1,0.47,9.5,6,6.72,0.5419350468265751,73.5,0
6.5,0.27,0.19,6.6,0.045,78.5,175.0,0.99364,3.16,0.34,10.1,6,6.96,1.0545438567517322,96.5,0
6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,7,7.209999999999999,1.8024954937612656,81.0,0
6.0,0.31,0.38,4.8,0.04,41.0,101.0,0.98968,3.24,0.56,13.1,6,6.6899999999999995,1.3937470963602159,60.0,0
8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11.0,6,8.950000000000001,6.884562426442874,54.0,0
6.0,0.22,0.25,11.1,0.056,78.5,177.0,0.9961,3.08,0.36,9.4,6,6.47,0.5828823577636417,98.5,0
6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4,10.2,6,6.6,0.6734687005421423,60.0,0
7.3,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4,8.2,0.6165408898188798,130.0,0
7.6,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5,8.48,0.7247857053113631,123.0,0
6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545,3.13,0.5,9.6,5,7.47,0.933748832813959,144.0,0
7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,7.890000000000001,4.9312191798801255,53.0,0
6.1,0.22,0.28,16.05,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,5,6.6,0.41121469706249403,81.0,0
7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,7.6899999999999995,5.126632489116739,78.0,0
6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5,7.159999999999999,0.7019600961175528,112.0,0
6.8,0.6799999999999999,0.2,6.6,0.054,25.0,65.0,0.99324,3.12,0.28,11.1,4,7.68,1.1636346005536355,40.0,0
6.0,0.28,0.24,16.05,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,6.5200000000000005,0.4062302764920396,69.0,0
7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,7.67,5.113299244671702,101.0,0
6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,7.4399999999999995,1.0054040467512881,109.0,0
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,7.800000000000001,3.8999805000974996,42.0,0
6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37,10.8,6,6.73,0.5561978874397625,84.0,0
6.4,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,2.99,0.31,11.4,6,7.04,0.8585355383712948,70.0,0
6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6,5,6.51,0.7482750019827564,80.0,0
7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,7.4399999999999995,2.1257082122622504,46.0,0
5.9,0.435,0.16,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2,6,6.495,1.0148421643091183,113.0,0
7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6,7.58,3.6095066213970406,59.0,0
6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,7.25,0.9415572187568588,139.0,0
7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,6,7.54,0.6130076317011124,100.0,0
8.5,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7,9.07,6.976869408696856,56.0,0
4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,4,5.57,5.06359033099699,6.0,0
6.1,0.22,0.38,2.8,0.10800000000000001,12.0,65.0,0.9908,2.95,0.64,11.4,6,6.699999999999999,2.3928485969692965,53.0,0
5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38,11.5,6,6.33,1.8085662612392537,43.0,0
5.0,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,5.635,2.9657738643480824,73.0,0
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,7.13,1.8763108518135478,54.0,0
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,7.31,3.04582064241399,53.0,0
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,6.83,1.4229137022631204,93.0,0
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,7.77,1.253223785122927,90.0,0
7.2,0.23,0.6400000000000001,1.3,0.10800000000000001,70.0,109.0,0.99304,2.93,0.42,9.2,6,8.07,6.207644556580334,39.0,0
7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48,11.1,6,7.7700000000000005,5.1799654668968875,81.0,0
4.7,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,5.335,2.807879958526534,73.0,0
6.2,0.28,0.51,7.9,0.056,49.0,206.0,0.9956,3.18,0.52,9.4,5,6.99,0.8848090065708778,157.0,0
6.4,0.35,0.28,1.6,0.037,31.0,113.0,0.98779,3.12,0.4,14.2,7,7.03,4.39372253923413,82.0,0
6.6,0.31,0.28,1.4,0.035,28.0,107.0,0.98836,3.0,0.4,13.2,6,7.1899999999999995,5.135677602302841,79.0,0
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,8.02,3.084603520755689,108.0,0
7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5,8.0,0.5405401753106923,127.0,0
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,9.21,10.233219630892991,93.0,0
8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,2.83,0.31,10.3,5,9.15,7.624936458862843,57.0,0
6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,6,7.33,0.7404032925219267,61.0,0
6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.99098,3.15,0.31,11.5,5,7.029999999999999,1.8025594806167162,89.0,0
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,7.39,0.4737176450527916,146.0,0
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,6.64,4.426637155752295,76.0,0
6.2,0.3,0.28,1.6,0.036,28.0,106.0,0.988245,3.14,0.41,13.3,6,6.78,4.237473515790526,78.0,0
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,7.4,0.9487167324144458,73.0,0
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,4,9.22,1.6464256313828014,39.0,0
7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.99222,3.28,0.53,10.7,6,7.87,6.053799586157029,58.0,0
7.0,0.46,0.2,16.05,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5,7.66,0.4772582696210158,134.0,0
5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,6,6.180000000000001,0.7773575127578457,92.0,0
6.5,0.36,0.36,6.7,0.10800000000000001,51.5,151.0,0.99528,3.17,0.42,9.3,5,7.220000000000001,1.0776103319248778,99.5,0
8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6,8.76,7.963563967600293,51.0,0
6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,6.790000000000001,1.0777760670221161,112.0,0
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,7.670000000000001,0.861796784497995,112.0,0
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,5.585,5.584944150558494,111.0,0
7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.99166,3.18,0.47,11.1,6,7.82,5.21329857800948,80.0,0
6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408,2.99,0.58,9.9,6,6.750000000000001,1.022725723142844,87.0,0
6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,6,6.6899999999999995,1.0790305176927133,114.0,0
6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,6,6.63,3.1571278232008417,96.0,0
6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7,6.72,3.0545315703110436,101.0,0
5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,6.14,1.1370349314167936,79.0,0
6.3,0.33,0.2,16.05,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5,6.83,0.42554490620255064,125.0,0
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,7.46,2.8692197337702545,56.0,0
8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7,8.920000000000002,6.861485680879379,77.0,0
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,5.82,2.5304237807661707,123.0,0
7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,5,8.37,1.9465071011462765,72.0,0
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,5.975,0.8415481104956191,74.0,0
6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,6,7.27,0.6109238563665073,105.0,0
7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,5,8.45,0.7222216049387992,115.0,0
7.2,0.58,0.27,5.8,0.032,40.0,118.0,0.99088,3.17,0.53,13.0,7,8.05,1.3879286415023424,78.0,0
6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,6.66,1.7526269667711403,103.0,0
7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,5,8.33,0.6717736517954421,115.5,0
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,7.91,1.2169212047366083,84.0,0
5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,5.775,0.813379136085724,74.0,0
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,7.08,0.9315777216082611,165.0,0
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,7.3100000000000005,0.9253152844110325,157.0,0
6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,6.87,2.453562665847622,92.0,0
6.7,0.18,0.31,10.6,0.035,42.0,143.0,0.99572,3.08,0.49,9.8,7,7.1899999999999995,0.6783012468856161,101.0,0
6.8,0.37,0.6400000000000001,1.5,0.10800000000000001,16.0,98.0,0.99244,3.06,0.56,10.3,6,7.8100000000000005,5.206631955786961,82.0,0
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,7,6.6,3.8823301039405647,73.0,0
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,7.61,1.0013144719546423,89.0,0
6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6,7.42,0.9893320142239811,99.0,0
6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7,7.32,4.305857024370445,151.0,0
6.5,0.29,0.52,1.7,0.034,41.0,193.0,0.99223,3.25,0.59,10.4,6,7.3100000000000005,4.299974706031141,152.0,0
6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4,10.7,5,6.569999999999999,0.5429747578721009,81.0,0
6.3,0.22,0.27,4.5,0.036,78.5,157.0,0.9928,3.05,0.76,10.7,7,6.789999999999999,1.5088855358099205,78.5,0
5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6,6.08,0.7599990500011875,70.0,0
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,7.18,0.8348827501363371,59.0,0
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,7.94,0.543835243948463,150.0,0
6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.991,3.3,0.43,11.4,6,6.47,4.043724726720457,83.0,0
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,5,7.510000000000001,6.8272106617212565,68.0,0
6.7,0.19,0.32,3.7,0.041,26.0,76.0,0.99173,2.9,0.57,10.5,7,7.210000000000001,1.9486433820449134,50.0,0
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,7.32,0.8224709859876562,79.0,0
8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,5,8.68,1.8468045812668483,124.0,0
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,6.55,2.1128964100115804,107.0,0
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.855,10.5,6,7.130000000000001,1.2293082253306462,95.0,0
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,7.220000000000001,7.219927800721993,101.0,0
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,6.83,0.4322782074188561,69.0,0
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,7.289999999999999,4.859967600215998,77.0,0
6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,7.14,1.3730742825494566,79.0,0
5.4,0.15,0.32,2.5,0.037,10.0,51.0,0.98878,3.04,0.58,12.6,6,5.870000000000001,2.347990608037568,41.0,0
6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57,10.8,6,7.34,1.2440656880242575,112.0,0
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6,7.7,2.4838629552807894,83.0,0
6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,6,7.2,0.6260864120987721,115.0,0
6.5,0.18,0.48,16.05,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6,7.16,0.44610564105567535,127.0,0
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,6.640000000000001,1.3833304513948932,91.0,0
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,7.840000000000001,0.92235185605664,106.0,0
5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,6.370000000000001,3.981225117343017,83.0,0
6.4,0.18,0.48,16.05,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6,7.0600000000000005,0.43987511534260726,127.0,0
6.4,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4,6.890000000000001,1.1677946308565579,85.0,0
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,7.65,6.954482231979709,65.0,0
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,8.16,0.6229002878623757,99.0,0
6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6,6.550000000000001,1.5975570791290759,97.0,0
6.2,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6,6.970000000000001,2.403439988137972,57.0,0
6.4,0.26,0.26,1.1,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,6.92,6.29085190134635,154.0,0
5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,6,6.42,4.279971466856887,44.0,0
6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,6.68,0.8619343716975849,106.0,0
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5,7.470000000000001,6.495595690472258,75.0,0
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,7.260000000000001,7.259927400725993,105.0,0
6.8,0.27,0.22,16.05,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,7.29,0.4542053244826639,100.0,0
7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,8.14,1.4280676700567194,102.0,0
6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,6.82,0.9216203761886809,119.0,0
7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,7.85,5.607102806408525,137.0,0
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,7.859999999999999,5.614245612531339,133.0,0
6.1,0.6799999999999999,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,4,6.9399999999999995,1.5772691425701304,101.0,0
6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5,6.83,4.268723320479246,137.0,0
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,6.66,0.8430369075482184,104.0,0
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,7.83,0.5051609644122811,110.0,0
7.2,0.17,0.28,16.05,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7,7.65,0.476635217049709,121.0,0
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,7.44,0.5511107028809609,69.0,0
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,7.32,5.630725917492942,66.0,0
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,7.369999999999999,0.6353442798756208,75.0,0
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,7.109999999999999,0.5406839994798482,106.0,0
6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,7.13,3.752611828358798,72.0,0
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,6.82,1.1180309540476165,50.0,0
7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,8.08,4.252609196793701,92.0,0
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,5,6.4799999999999995,3.4105083657454434,86.0,0
5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99027,3.42,0.42,12.5,5,5.99,3.743726601708739,62.0,0
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,7.359999999999999,0.6513268572328696,78.0,0
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,7.8100000000000005,0.929760797903812,100.0,0
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,5,7.5600000000000005,0.9108422760936433,144.0,0
6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6,6.720000000000001,0.5508192206399832,79.0,0
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,6.65,0.831248960938799,121.0,0
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6,8.18,6.292259290313151,53.0,0
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7,8.040000000000001,0.633070367661128,92.5,0
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,7.0200000000000005,5.3999584618579854,96.0,0
6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,4,7.14,0.6799993523815692,67.0,0
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6,6.21,0.49679960256031797,67.5,0
7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,8.030000000000001,0.8364574620234773,101.0,0
5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,6.16,4.106639289071406,87.0,0
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,6.24,4.159972266851554,89.0,0
5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,5.945,0.7621785100275513,64.0,0
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,6.220000000000001,0.5759253926616735,58.0,0
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,6.21,0.49679960256031797,53.5,0
5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6,6.410000000000001,0.7453479705256159,105.0,0
6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,6.82,5.683285972616895,153.0,0
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8,7.07,0.48758587063043407,76.0,0
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,7.95,2.1486428415058336,59.0,0
7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,7.6000000000000005,6.909028099744547,63.0,0
6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,6,7.13,6.481759256734029,68.0,0
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6,7.82,2.0578893213438914,63.0,0
6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49,9.6,6,7.3100000000000005,1.589126980158739,91.0,0
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6,7.24,0.7098032256831122,135.0,0
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,6.82,0.8632900464682957,61.0,0
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,7.1000000000000005,2.9583210069958046,93.0,0
6.6,0.41,0.27,10.7,0.10800000000000001,20.0,103.0,0.99672,3.08,0.41,9.0,6,7.279999999999999,0.680373195912901,83.0,0
6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,7,6.930000000000001,1.4142828279942288,69.0,0
8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,5,8.6,7.818110744447776,123.0,0
6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,5,7.1499999999999995,1.276783434315296,110.0,0
6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,6.82,0.48028135191454097,75.0,0
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,7.500000000000001,0.7894728531864704,112.0,0
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,6.29,1.5341425996521962,64.0,0
6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5,7,7.620000000000001,1.6212731462273486,63.0,0
6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,7,7.65,5.464246683952258,86.0,0
5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,6.09,6.766591482316863,95.0,0
6.8,0.3,0.26,16.05,0.037,45.0,150.0,0.99727,3.04,0.38,12.3,6,7.359999999999999,0.4585666924818115,105.0,0
6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,6,7.4,2.114279673486647,62.0,0
5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.66,0.76,11.3,6,5.475,2.0277702675175275,107.0,0
7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5,8.27,6.891609236589694,170.0,0
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,5.96,4.966625278122682,57.0,0
6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6,6.45,3.224983875080625,65.0,0
6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,6.56,5.963582149253187,60.0,0
7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,8.0,5.333297778014813,72.0,0
7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,3.07,0.45,12.0,6,7.88,6.566611944900459,65.0,0
6.2,0.35,0.2,16.05,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,6.75,0.4205604856320962,125.0,0
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,8,7.239999999999999,2.0111055247068754,124.0,0
6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.31,12.0,7,7.21,2.0599941143025307,125.0,0
7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5,8.18,0.6760324991466949,74.0,0
6.3,0.23,0.22,16.05,0.054,42.0,151.0,0.99853,3.12,0.6,9.3,6,6.75,0.4205604856320962,109.0,0
6.2,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7,6,6.79,0.5611565610276356,138.0,0
6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.98954,3.1,0.63,12.8,6,7.36,2.4533251555828146,62.0,0
6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,7,6.49,4.056224648595946,49.0,0
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,5,6.7,1.1754365343218698,103.0,0
6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5,6.699999999999999,1.1964264349527947,102.0,0
6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3,5,7.35,1.080880763410642,164.0,0
6.6,0.33,0.32,15.6,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,5,7.25,0.4647432918312232,165.0,0
6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,7,6.949999999999999,1.1583314027809952,50.0,0
6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,6,7.41,4.116643796423353,112.0,0
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,7.97,0.926743108438246,159.0,0
